razon_social,establecimiento,producto
PRODUCTORES ARGENTINOS INTEGRADOS S.A.,PRODUCTORES ARGENTINOS INTEGRADOS S.A.,PERA
CATASUS ANCHORENA ANDRES RAMON,CATASUS ANCHORENA ANDRES RAMON,CHIA (SALVIA HISPANICA L.)
CATASUS ANCHORENA ANDRES RAMON,CATASUS ANCHORENA ANDRES RAMON, SESAMO
MOYCO SRL,MOYCO SRL,AZUCAR DE CAÑA
MOYCO SRL,MOYCO SRL, QUINOA
BIOLIVE S.A.,BIOLIVE S.A.,ACEITE DE OLIVA
LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A., PARTIDO - ACOPIO DE MAIZ
LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A., MIJO Y LINO
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS S.R.L.,MATE COCIDO
COOPERATIVA FRUTICOLA DE NEUQUEN LTDA.,COOPERATIVA FRUTICOLA DE NEUQUEN LTDA.,CEREZAS
RINCON AMARILLO S.A.,RINCON AMARILLO S.A.,PASAS DE UVA
FENIX FRUIT CONCENTRATES S.A.,FENIX FRUIT CONCENTRATES S.A., PULPA CONCENTRADA DE MANZANA
FENIX FRUIT CONCENTRATES S.A.,FENIX FRUIT CONCENTRATES S.A., PULPA CONCENTRADA DE PERA
"BARTUSCH, ERNESTO ","BARTUSCH, ERNESTO ", CEREZA
"BARTUSCH, ERNESTO ","BARTUSCH, ERNESTO ", MANZANA
PACTA S.R.L.,PACTA S.R.L., FRUTILLA CONGELADA
BEAU LIEU S.A.,BEAU LIEU S.A.,VINO
FINCAS PATAGONICAS S.A.,FINCAS PATAGONICAS S.A.,VINO
AGRO ROCA SA,AGRO ROCA SA, MANZANA
ENZA ZADEN ARGENTINA S.R.L.,ENZA ZADEN ARGENTINA S.R.L.,SEMILLA DE LECHUGA
ENZA ZADEN ARGENTINA S.R.L.,ENZA ZADEN ARGENTINA S.R.L., SEMILLA DE CEBOLLA
THE O´S TRADING COMPANY S.A.,THE O´S TRADING COMPANY S.A., MANZANAS
THE O´S TRADING COMPANY S.A.,THE O´S TRADING COMPANY S.A., DURAZNOS
AGLH S.A.,AGLH S.A.,MIEL
DROGUERIA HIERBAS DEL OASIS SRL,DROGUERIA HIERBAS DEL OASIS SRL, TE
EL MAITEN S.R.L.,EL MAITEN S.R.L., CERA
EL MAITEN S.R.L.,EL MAITEN S.R.L., GARRAPIÑADA
I Y R. SAN MARTIN DEL TABACAL S.R.L.,I Y R. SAN MARTIN DEL TABACAL S.R.L.,AZUCAR DE CAÑA
INNOCENTI MONICA,INNOCENTI MONICA, JUGO DE DURAZNO
INNOCENTI MONICA,INNOCENTI MONICA, PULPA DE KIWI
INNOCENTI MONICA,INNOCENTI MONICA, PULPA DE PERA
SASAKI NOOSAN SRL,SASAKI NOOSAN SRL, TRIGO
SASAKI NOOSAN SRL,SASAKI NOOSAN SRL, SOJA
SASAKI NOOSAN SRL,SASAKI NOOSAN SRL, SALSA DE SOJA
SASAKI NOOSAN SRL,SASAKI NOOSAN SRL, PASTA DE SOJA
SASAKI NOOSAN SRL,SASAKI NOOSAN SRL, QUESO DE SOJA
TENAX S.A.,TENAX S.A.,ARANDANO
VIRTUD S.A.,VIRTUD S.A.,ACEITE DE GIRASOL ALTO OLEICO
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A.,ARROZ
LITORAL CITRUS SA,LITORAL CITRUS SA, JUGO CONCENTRADO DE MANDARINA
LITORAL CITRUS SA,LITORAL CITRUS SA, ACEITE ESENCIAL DE NARANJA
CK Y ASOCIADOS S.A.,CK Y ASOCIADOS S.A.,ACEITE DE OLIVA
LIPTOV S.A.,LIPTOV S.A., CIRUELAS
LOGISTICA DEL VALLE COMERCIAL S.A.,LOGISTICA DEL VALLE COMERCIAL S.A.,VINO
MONTLAIZ S.R.L.,MONTLAIZ S.R.L.,VINO Y MOSTO
COOPERATIVA AGROPECUARIA BIODINAMICA LA ABUNDANCIA LTDA.,COOPERATIVA AGROPECUARIA BIODINAMICA LA ABUNDANCIA LTDA.,YERBA MATE CANCHADA Y MOLIDA ENVASADA
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A.,JUGO CONCENTRADO DE MANZANA
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A., AROMAS DE PERA Y MANZANA
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A., PASTA DE PERA Y MANZANA
JUGOS LUGA S.A.,JUGOS LUGA S.A.,JUGO CONCENTRADO DE PERA
LOZANO S.R.L.,LOZANO S.R.L.,MANZANAS Y PERAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA, DURAZNO Y ZAPALLO 
ECO FOOD SRL,ECO FOOD SRL,CEREALES Y OLEAGINOSAS.
ALOE CALCHAQUI S.R.L.,ALOE CALCHAQUI S.R.L., JUGO DE ALOE VERA SABORIZADO
EDCO GRAINS S.A.,EDCO GRAINS S.A., SOJA
EDCO GRAINS S.A.,EDCO GRAINS S.A., TRIGO
EDCO GRAINS S.A.,EDCO GRAINS S.A., GARBANZO
ESTANCIA LAGUNA VERDE S.A.,ESTANCIA LAGUNA VERDE S.A.,TRUCHAS A LAS FINAS HIERBAS
ESTANCIA LAGUNA VERDE S.A.,ESTANCIA LAGUNA VERDE S.A., TRUCA AL AJI KITUCHO
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., ACEITE DE COLZA CANOLA
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., ARROZ
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., VINO
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., ACEITE DE GIRASOL
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., ACEITE DE OLIVA
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A.,ARROZ
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A., ACEITE DE OLIVA
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A., HARINA DE MAIZ
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A., CIRUELA DESHIDRATADA CON CAROZO Y MANZANA DESHIDRATADA
REGINA SA,REGINA SA,ACEITE DE OLIVA
ECOFRUT S.A.,ECOFRUT S.A.,MANZANAS Y PERAS
EXPOFRUT ARGENTINA S.A.,EXPOFRUT ARGENTINA S.A., PERAS
LOS CHARITOS S.R.L.,LOS CHARITOS S.R.L.,CHIA (SALVIA HISPANICA L.)
RODRIGUEZ NOCETTI S.R.L.,RODRIGUEZ NOCETTI S.R.L., TRIGO
RODRIGUEZ NOCETTI S.R.L.,RODRIGUEZ NOCETTI S.R.L., QUINOA
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,NARANJA
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO, LIMON
LA PROVIDENCIA SRL,LA PROVIDENCIA, MONTE
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO,COLMENAS
CANTINIAN SA,CANTINIAN,VID
EMPRESA COMERCIAL EXPORTADORA S.A.,LAS 3 F,UVAS
FRUTOS DE SANTA ROSA S.A.,FRAY LUIS BELTRAN,UVAS
LAIANA S.R.L.,LAIANA,CIRUELAS
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES,CIRUELA
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES, INCULTO
DE OLIVERA CARLOS ORLANDO,IFAI - LOTE 19,CAÑA DE AZUCAR
KREUNING JORGE,IFAI - LOTE 96,CAÑA DE AZUCAR
NOREMBERG ROSSEMARIE HAIDEE,IFAI - LOTE 8 Y 9,CAÑA DE AZUCAR
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 199,CAÑA DE AZUCAR
PRICHODA TEODORO BASILIO/ JORGE RICARDO,IFAI - LOTE 10,CAÑA DE AZUCAR
RAMOS HILARIO LECER / HAMMERSMITH CLAUDIO /  HAMERSMITH CRISTINA MABEL / RAMOS NELCI MABEL,IFAI - LOTE 17,CAÑA DE AZUCAR
RODRIGUEZ MIGUEL CEFERINO,IFAI - LOTE 82 /103,CAÑA DE AZUCAR
SOSA DA SILVA JUAN,IFAI - LOTE 61,CAÑA DE AZUCAR
DALLA VILLA ALBERTO RAUL,LA NUEVA,MANZANA
R.O.S.T. FRUIT S.A.,CHACRA 2,PERA
CERES S.A.,ECO-CAÑADON,PERA
COSTA DEL RIO S.A.,CAÑADON I,PERA
ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 385,PERA
LAINO HERMANOS S.A.,CHACRA 197,MANZANA
"MARTIN, OSCAR ALFREDO",GRANDE,MANZANA
MOSCHINI ANDRES ALBERTO,LA COLORADA,MANZANAS Y PERAS
NATURAL S.R.L,LA TACUARA, PERA
ORGANICOS LA MARGARITA S.R.L.,LA MARGARITA,MANZANAS Y PERAS
OTTONE EDUARDO,CHACRA N° 255, PERA
OTTONE EDUARDO,CHACRA N° 255, DURAZNO
QUANTUM S.R.L.,CHACRA A-365, NUEZ SECA CON CASCARA
BODEN ALFREDO EDUARDO,SAN AGUSTIN,CHIA (SALVIA HISPANICA L)
BODEN ALFREDO EDUARDO,SAN AGUSTIN, MAIZ PISINGALLO
BODEN ALFREDO EDUARDO,SAN AGUSTIN, CAMPO NATURAL
EL OMBU SRL,FINCA SANTA ROSA,CAÑA DE AZUCAR
EAD AGRICOLA SA (EX CARNES ANDINAS SA),EAD AGRICOLA SA,OLIVOS
SASSOLI ALBERTO ANDRES,LA ESCONDIDA,SIN PROD.
DICIEMBRE S.R.L.,LA CARLOTA,LANA SUCIA
DICIEMBRE S.R.L.,LA CARLOTA, BORREGAS
DICIEMBRE S.R.L.,LA CARLOTA, CARNEROS
EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE, MAIZ PISINGALLO
LA NUEVA FLORIDA S.A.,SAN CARLOS,PASTOS NATURALES
LOPEZ GRACIELA M.,DULCES DEL JARDIN, HORTICULTURA
V. Y V. S.A.,LAS BRISAS, CONGELADO DE FRUTILLAS
NURISTAN S.A.,NURISTAN, INCULTO
VALDES S.R.L.,ARTF 002 B12 M / VALDES SRL (PLANTA),MEJILLON
COOPERATIVA CREO FRUTIHORTICOLA ORGANICA LTDA.,COOPERATIVA CREO FRUTIHORTICOLA ORGANICA LTDA.,YERBA MATE
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL,TE ROJO Y TE DE ROSA MOSQUETA
LAIANA S.R.L.,LAIANA S.R.L.,VINO
LA CACHUERA S.A.,LA CACHUERA S.A.,YERBA MATE
ALVIPA SRL,ALVIPA SRL,UVA PASA
LA VOLUNTAD S.A.,LA VOLUNTAD S.A.,SESAMO
LA VOLUNTAD S.A.,LA VOLUNTAD S.A., POROTO
GARCIA MARIA NELIDA,EL PUENTE,PERA
SANCHEZ PEDRO Y OMAR SH,SANCHEZ PEDRO Y OMAR SH,MANZANA
SANCHEZ PEDRO Y OMAR SH,SANCHEZ PEDRO Y OMAR SH, PERA
LOS CORRALITOS SA,LOS CORRALITOS SA,HORTALIZAS.
KRAUS S.A.,KRAUS S.A.,TE
KRAUS S.A.,KRAUS S.A., TE SABORIZADO
PETROAGRO S.A.,PETROAGRO S.A., EXPELLER DE SOJA
PETROAGRO S.A.,PETROAGRO S.A., EXPELLER DE CANOLA
PETROAGRO S.A.,PETROAGRO S.A., SORGO
AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS,ESPARRAGO
AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS, ZAPALLO ANCO
AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS, ALAMO
CUYEN SRL,CUYEN SRL, ROSA MOSQUETA
MIELSO SRL,MIELSO SRL, CERA
NUTRACEUTICA STURLA SRL,NUTRACEUTICA STURLA SRL, ACEITE DE CHIA
SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A.,GIRASOL ALTO OLEICO
SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A., CANOLA
SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A., GARBANZO
BODEGA PIEDRA NEGRA S.A.,BODEGA PIEDRA NEGRA S.A.,VINO - PINOT GRIS Y MALBEC 2015
FINCA DEL PARANA DE PIERINO CAMPETELLI,FINCA DEL PARANA DE PIERINO CAMPETELLI, GRANADAS
GRUPO ADN S.A.,GRUPO ADN S.A.,GIRASOL
GRUPO ADN S.A.,GRUPO ADN S.A., SOJA
ORGANIC SUPPLIERS S.R.L,ORGANIC SUPPLIERS S.R.L, MAIZ
ORGANIC SUPPLIERS S.R.L,ORGANIC SUPPLIERS S.R.L, SORGO
ORGANIC SUPPLIERS S.R.L,ORGANIC SUPPLIERS S.R.L, CANOLA
ORGANIC SUPPLIERS S.R.L,ORGANIC SUPPLIERS S.R.L, GIRASOL
ORGANIC SUPPLIERS S.R.L,ORGANIC SUPPLIERS S.R.L, ALCOHOL
KUMAGRO S.A.,CAMPO ALVEAR,MAIZ
KUMAGRO S.A.,CAMPO ALVEAR, CENTENO
KUMAGRO S.A.,CAMPO ALVEAR, DESCANSO
"LONGO, PASCUAL",PASCUAL LONGO,VID
HAROIAN NELSON EDGARDO,FINCA EL OLLERO, MONTE
ENGER LIZARDO LUIS,IFAI - LOTE 152,CAÑA DE AZUCAR
SUAREZ MARIA NELLI,IFAI - LOTE QTA 13,CAÑA DE AZUCAR
COMPAÑIA GENERAL DE FRUTAS S.A.,HILDA,MANZANAS Y PERAS
COMPAÑIA GENERAL DE FRUTAS S.A.,SECCION PRIMERA,MANZANAS Y PERAS
JOSE BARRESI S.A.,CHACRA 154,PERA
BODEGAS NANNI S.A.,SAN JOSE DE CHIMPA,VID
V. Y V. S.A.,V. Y V. S.A.,HORTALIZAS DE HOJA
V. Y V. S.A.,V. Y V. S.A., CONGELADO DE FRUTILLAS
SKUBIC MIGUEL GREGORIO,AUSTRALIS VINAGRAD,UVAS
FUHRMANN S.A,FUHRMANN S.A, LANA PEINADA
FUHRMANN S.A,FUHRMANN S.A, LANA LAVADA
PARRA SA,PARRA SA,ACEITE DE OLVIA
MISKA S.A,MISKA S.A,CEREALES Y OLEAGINOSAS
DELLA GASPERA ALDO,CIPOLLETTI,MANZANA
MIRAVALLES S.A.,E-30686,VID
MIRAVALLES S.A.,E-30686, INCULTO
DURAN AMBROSIO,IFAI - LOTE 44,CAÑA DE AZUCAR
PRIETTO ANGEL GABRIEL,IFAI - LOTE 19,CAÑA DE AZUCAR
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE,LANA SUCIA
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE, OVEJAS
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE, BORREGAS
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE, CARNEROS
FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA,HIGOS
FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA, PALTAS
GASPARETTI MAURICIO,EL AGUARIBAY, ACEITUNAS
GASPARETTI MAURICIO,EL AGUARIBAY, CAMPO NATURAL
LA DELICIOSA S.A.,FRUTICOLA PATAGONIA,MANZANA
CUADRADA PRODUCTIONS S.R.L.,CUADRADA PRODUCTIONS S.R.L.,ROSA MOSQUETA
CUADRADA PRODUCTIONS S.R.L.,CUADRADA PRODUCTIONS S.R.L., ACEITE DE ROSA MOSQUETA
BODEGAS ESMERALDA SA,BODEGAS ESMERALDA SA,VINO
HEGUILOR GUILLERMO JULIO,HEGUILOR GUILLERMO JULIO,OREGANO
HEGUILOR GUILLERMO JULIO,HEGUILOR GUILLERMO JULIO, TOMILLO
HEGUILOR GUILLERMO JULIO,HEGUILOR GUILLERMO JULIO, ZAPALLO ANCO
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,ANGACO,VID
LUNA HIPOLITO EDGARDO,LUNA HIPOLITO EDGARDO, MAIZ
LUNA HIPOLITO EDGARDO,LUNA HIPOLITO EDGARDO, GIRASOL
DON TIBURCIO S.H.,LA RUFINA Y SECCION LA PAVA, CAPONES
"SANCHEZ, PEDRO",LOS CEDROS, PERA
OLIVOS ARGENTINOS SA,OLIVOS ARGENTINOS SA,OLIVA
BODEGAS ESMERALDA S.A.,BODEGAS ESMERALDA S.A.,VINO
DA SILVA ARI/JOSE,IFAI - LOTE 72,CAÑA DE AZUCAR
"MUÑOZ, MIGUEL","MUÑOZ, MIGUEL", PERA
GONZALEZ ALDO DONATO,GONZALEZ ALDO DONATO,MANZANA
GONZALEZ ALDO DONATO,GONZALEZ ALDO DONATO, PERA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, TE VERDE (SAQUITOS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, HEBRAS)
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, SEMITA DE MAIZ
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, ACEITUNAS NEGRAS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL,  MIX PARA MILANESA DE SOJA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., SALVIA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., ROMERO
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., MENTA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., LAVANDA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., CARNES Y PESCADOS
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., MAIZ PISINGALLO
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., GIRASOL
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., ACEITE DE GIRASOL
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., EXPELLER DE GIRASOL
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,KIWIS
PROSAL S.A.,PROSAL S.A.,ALCOHOL
RIVARA S.A.,RIVARA S.A., TRIGO
RIVARA SA,RIVARA SA, HARINA DE SOJA
RIVARA SA,RIVARA SA,  EXPELLER DE GIRASOL Y EXPELLER DE CANOLA
RIVARA SA,RIVARA SA,HARINA DE MAIZ
VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,VINO
NUTRIN S.A.,NUTRIN S.A., HARINA DE MANI
NUTRIN S.A.,NUTRIN S.A., ACEITE DE MANI
NUTRIN SA,NUTRIN SA,MANI.
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS S.A., ACEITE DE OLIVA
PRONUT S.R.L.,PRONUT S.R.L., MANI
PRONUT S.R.L.,PRONUT S.R.L., HARINA DE MANI
RIMONDINO ENRIQUE,RIMONDINO ENRIQUE, CERA
BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,MIEL + EXTRACCION DE MIEL Y ESTAMPADO DE CERA
CAUPOLICAN SRL,CAUPOLICAN SRL,ARROZ.
ECA  SA,ECA  SA, JUGO PASTEURIZADO CONGELADO DE LIMON
ECA  SA,ECA  SA, JUGO PASTEURIZADO CONGELADO DE POMELO
ECA  SA,ECA  SA, ACEITE ESENCIAL DE POMELO
ECA  SA,ECA  SA, FASE OLEOSA DE LIMON
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS, LIMON
CLEAN INVESTMENT SA,CLEAN INVESTMENT SA,SEMILLA DE JOJOBA
ADETECH S.A.,ADETECH S.A., PURE DE MANZANA
AVA S.A.,AVA S.A., PULPA DE MANZANA
CAMPO GRANDE S.A.,CAMPO GRANDE S.A.,AJO
COOPERATIVA VITIVINICOLA DE MENDOZA,COOPERATIVA VITIVINICOLA DE MENDOZA,VINO
EL MORO SRL,EL MORO SRL,VINO
PROVIVA S.R.L.,PROVIVA S.R.L.,VINO
VITTORI ROBERTO Y VERONICA S.H.,VITTORI ROBERTO Y VERONICA S.H., ACEITUNAS
COOP. AGRICOLA LTDA. RUIZ DE MONTOYA,COOP. AGRICOLA LTDA. RUIZ DE MONTOYA,YERBA MATE
COOPERATIVA AGRICOLA MIXTA DE MONTE CARLO LIMITADA,COOPERATIVA AGRICOLA MIXTA DE MONTE CARLO LIMITADA,YERBA MATE Y TE
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A., AROMAS DE PERA
LA DELICIOSA S.A.,LA DELICIOSA S.A., CIRUELA
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,PERA
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA, MANZANA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I., CIRUELA
ECO AGROPECUARIA SA,ECO AGROPECUARIA SA,CHIA
PROSAL S.A.,PROSAL S.A., MELAZA
CASSAB AHUN S.R.L,CASSAB AHUN S.R.L,PASAS DE UVA
CONEXPORT S.A. (CONSORCIO EXPORTADOR),CONEXPORT S.A. (CONSORCIO EXPORTADOR),JUGO DE UVA
"MAS, MIGUEL (HUERTA ANAHATA)","MAS, MIGUEL (HUERTA ANAHATA)", VINO ESPUMANTE
"MAS, MIGUEL (HUERTA ANAHATA)","MAS, MIGUEL (HUERTA ANAHATA)", VINAGRE Y ACETO
LOPEZ GRACIELA M.,LOPEZ GRACIELA M.,FRUTICULTURA
CITROMAX SACI,CITROMAX SACI,ARANDANO
CITROMAX SACI,CITROMAX SACI,ARANDANO CONGELADO
CITROMAX SACI,CITROMAX SACI, FRAMBUESA CONGELADA
GREEN PACK S.A.,GREEN PACK S.A., ARANDANO CONGELADO
MULTIFRUT S.R.L.,MULTIFRUT S.R.L., POROTO
CHARGEURS WOOL ARGENTINA S.A.,CHARGEURS WOOL ARGENTINA S.A., LANA SUCIA
CHARGEURS WOOL ARGENTINA S.A.,CHARGEURS WOOL ARGENTINA S.A., BLOUSSE (PUNCHAS)
FDB AGROEXPORT S.A.,FDB AGROEXPORT S.A.,ACEITE DE JOJOBA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L.,PULPA CONCENTRADA DE CIRUELA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE PERA CONCENTRADO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE DAMASCO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA CONCENTRADA DE DURAZNO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA DE PERA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., BATATA
HONEY & GRAINS SRL,HONEY & GRAINS SRL,MIEL.
HONEY THINGS SA,HONEY THINGS SA,MIEL.
SONY ARGENTINA S.A.,SONY ARGENTINA S.A.,CIRUELA
BIOMAC S.R.L.,BIOMAC S.R.L., ARANDANO CONGELADO
EXPOFRESH S.A.,EXPOFRESH S.A.,ARANDANO
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, YERBA MATE EN SAQUITOS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, TE DE ROSA MOSQUETA EN SAQUITOS
NEOFARMS S.R.L.,NEOFARMS S.R.L., MIJO
AGRO RUGGERI S.A.,AGRO RUGGERI S.A.,AJO
HACIENDA TUPUNGATO SA,HACIENDA TUPUNGATO SA,ACEITE DE OLIVA
LEA SA,LEA SA,VINO
FUTURE FIRE S.A.,FUTURE FIRE S.A.,CHIA (SALVIA HISPANICA L.)
GONZALEZ MARIANO ANGEL,GONZALEZ MARIANO ANGEL,TRIGO
UTE BV S.A.,UTE BV S.A., JUGO CONCENTRADO CONGELADO DE LIMON
UTE BV S.A.,UTE BV S.A., JUGO PASTEURIZADO CONGELADO DE LIMON
UTE BV S.A.,UTE BV S.A., SEMILLAS DE LIMON
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,VINO
SANES S.A.,SANES S.A.,AJO
GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA,MOSTO DE UVA
ARGENTBIO S.R.L.,ARGENTBIO S.R.L., POROTO
INTERRUPCION S.A.,INTERRUPCION S.A., ACEITUNAS
ARECO SEMILLAS S.A.,ARECO SEMILLAS S.A., ACEITE DE GIRASOL
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., LAVANDA VERA
PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA,PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA,MIEL
JL S.A.,JL S.A., MANI FRITO SALADO
JL S.A.,JL S.A., ACEITE DE MANI
TRES WINES S.A.,TRES WINES S.A.,VINO
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA., TE VERDE
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA., YERBA MATE
COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,YERBA MATE
PRODUCTORES ARGENTINOS INTEGRADOS S.A.,PRODUCTORES ARGENTINOS INTEGRADOS S.A., NECTARINAS
CATASUS ANCHORENA ANDRES RAMON,CATASUS ANCHORENA ANDRES RAMON, POROTO
MOYCO SRL,MOYCO SRL, CHIA (SALVIA HISPANICA L.)
LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A.,ARROZ INTEGRAL
LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A., SORGO
R6 LA GUEVARINA S.A.,R6 LA GUEVARINA S.A.,ESPARRAGOS
FENIX FRUIT CONCENTRATES S.A.,FENIX FRUIT CONCENTRATES S.A., PULPA CONCENTRADA DE CIRUELA
"BARTUSCH, ERNESTO ","BARTUSCH, ERNESTO ", PERA
"BARTUSCH, ERNESTO ","BARTUSCH, ERNESTO ", ZAPALLO
THE O´S TRADING COMPANY S.A.,THE O´S TRADING COMPANY S.A.,PERAS
THE O´S TRADING COMPANY S.A.,THE O´S TRADING COMPANY S.A., CIRUELAS
EL MAITEN S.R.L.,EL MAITEN S.R.L., CARAMELOS
EL MAITEN S.R.L.,EL MAITEN S.R.L., CHUPETINES
EL MAITEN S.R.L.,EL MAITEN S.R.L., MIEL
INNOCENTI MONICA,INNOCENTI MONICA, JUGO DE KIWI
INNOCENTI MONICA,INNOCENTI MONICA, JUGO DE ARANDANO
INNOCENTI MONICA,INNOCENTI MONICA, PULPA DE FRAMBUESA
INNOCENTI MONICA,INNOCENTI MONICA, PULPA DE ARANDANO
PROMET SA,PROMET SA,ACEITE DE OLIVA
NEOFARMS S.R.L.,NEOFARMS S.R.L., TRIGO
LITORAL CITRUS SA,LITORAL CITRUS SA, PULPA CONGELADA DE LIMON
LITORAL CITRUS SA,LITORAL CITRUS SA, ACEITE DE MANDARINA
