razon_social,establecimiento,id_depto,nombre_rubro
FINCAS PATAGONICAS S.A.,FINCAS PATAGONICAS S.A.,14133,INDUSTRIA VITIVINICOLA
AGRO ROCA SA,AGRO ROCA SA,14133,EMPAQUE DE FRUTAS NO CITRICAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,14133,EMPAQUE DE FRUTAS NO CITRICAS
LAS TREINTA S.A.,LAS TREINTA S.A.,14133,PROCESAMIENTO DE TE
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL,14133,FRIGORIFICOS PARA  FRUTAS
ENZA ZADEN ARGENTINA S.R.L.,ENZA ZADEN ARGENTINA S.R.L.,14133,SIN DEFINIR
GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA,14133,FRIGORIFICO PARA  MOSTO
THE O´S TRADING COMPANY S.A.,THE O´S TRADING COMPANY S.A.,14133,SIN DEFINIR
AGLH S.A.,AGLH S.A.,14133,PROCESAMIENTO APICOLA
DIETETICA CIENTIFICA S.A.C.I.F.I.,DIETETICA CIENTIFICA S.A.C.I.F.I.,14133,PROCESAMIENTO CEREALES Y OLEAGINOSAS
DROGUERIA HIERBAS DEL OASIS SRL,DROGUERIA HIERBAS DEL OASIS SRL,14133,"FRACCIONAMIENTO DE TE, YERBA MATE"
EL MAITEN S.R.L.,EL MAITEN S.R.L.,14133,PROCESAMIENTO APICOLA
EL MAITEN S.R.L.,EL MAITEN S.R.L.,14133,OTROS
I Y R. SAN MARTIN DEL TABACAL S.R.L.,I Y R. SAN MARTIN DEL TABACAL S.R.L.,14133,PROCESAMIENTO CULTIVOS INDUSTRIALES
INNOCENTI MONICA,INNOCENTI MONICA,14133,PROCESAMIENTO FRUTALES Y HORTALIZAS
NEXCO SA,NEXCO SA,14133,FRACCIONAMIENTO DE MIEL
SASAKI NOOSAN SRL,SASAKI NOOSAN SRL,14133,"ELABORACION, FRACCIONAMIENTO Y EMPAQUE"
TENAX S.A.,TENAX S.A.,14133,PROCESAMIENTO FRUTALES Y HORTALIZAS
VIRTUD S.A.,VIRTUD S.A.,14133,ELABORACION
GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA,14133,BODEGA VITIVINICOLA
PROMET SA,PROMET SA,14133,EXTRACCION DE ACEITE
JL SA,JL SA,14133,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
NEOFARMS S.R.L.,NEOFARMS S.R.L.,14133,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A.,14133,PROCESAMIENTO CEREALES Y OLEAGINOSAS
LITORAL CITRUS SA,LITORAL CITRUS SA,14133,"ELABORACION DE JUGOS CONCENTRADOS, ACEITE ESCENCIAL Y PULPA DE CITRICOS"
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,14133,EXTRACCION DE ACEITE
VALLE DE LA PUERTA S.A.,VALLE DE LA PUERTA S.A.,14133,BODEGA VITIVINICOLA
ARGENTBIO S.R.L.,ARGENTBIO S.R.L.,14133,PROCESAMIENTO FRUTALES Y HORTALIZAS
CASA SANCTE PETRE S.A.,CASA SANCTE PETRE S.A.,14133,INDUSTRIA VITIVINICOLA
CK Y ASOCIADOS S.A.,CK Y ASOCIADOS S.A.,14133,EXTRACCION DE ACEITE
LIPTOV S.A.,LIPTOV S.A.,14133,SECADO
LOGISTICA DEL VALLE COMERCIAL S.A.,LOGISTICA DEL VALLE COMERCIAL S.A.,14133,BODEGA VITIVINICOLA
LOPEZ LOPEZ MANUEL,LOPEZ LOPEZ MANUEL,14133,BODEGA VITIVINICOLA
MONTLAIZ S.R.L.,MONTLAIZ S.R.L.,14133,BODEGA VITIVINICOLA
COOPERATIVA AGROPECUARIA BIODINAMICA LA ABUNDANCIA LTDA.,COOPERATIVA AGROPECUARIA BIODINAMICA LA ABUNDANCIA LTDA.,14133,DEPOSITO DE YERBA
KOTH ITATI MARIA EVANGELINA,KOTH ITATI MARIA EVANGELINA,14133,PROCESAMIENTO CULTIVOS INDUSTRIALES
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A.,14133,ELABORACION DE JUGO CONCENTRADO DE MANZANA Y PERA
BIOFERT S.R.L.,BIOFERT S.R.L.,14133,EMPAQUE DE FRUTAS NO CITRICAS
JUGOS LUGA S.A.,JUGOS LUGA S.A.,14133,PROCESAMIENTO FRUTALES Y HORTALIZAS
LOZANO S.R.L.,LOZANO S.R.L.,14133,EMPAQUE DE FRUTAS NO CITRICAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,14133,EMPAQUE DE FRUTAS NO CITRICAS
ECO FOOD SRL,ECO FOOD SRL,14133,PROCESAMIENTO DE CEREALES Y OLEAGINOSAS.
FABRIL ALTO VERDE S.A.,FABRIL ALTO VERDE S.A.,14133,BODEGA VITIVINICOLA
SOL FRUT SA,SOL FRUT SA,14133,EXTRACCION DE ACEITE
ALOE CALCHAQUI S.R.L.,ALOE CALCHAQUI S.R.L.,14133,PROCESAMIENTO CULTIVOS INDUSTRIALES
COOPSOL LTDA.,COOPSOL LTDA.,14133,FRACCIONAMIENTO DE MIEL
DROGUERIA HIERBAS DEL OASIS SRL,DROGUERIA HIERBAS DEL OASIS SRL,14133,SIN DEFINIR
EDCO GRAINS S.A.,EDCO GRAINS S.A.,14133,SIN DEFINIR
ESTANCIA LAGUNA VERDE S.A.,ESTANCIA LAGUNA VERDE S.A.,14133,SIN DEFINIR
"GREGORIO, NUMO Y NOEL WERTHEIN SA ","GREGORIO, NUMO Y NOEL WERTHEIN SA ",14133,SIN DEFINIR
LONGEVORGANICA SRL,LONGEVORGANICA SRL,14133,SIN DEFINIR
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A.,14133,SIN DEFINIR
PRINEX S.A.,PRINEX S.A.,14133,SIN DEFINIR
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A.,14133,SIN DEFINIR
EL TALADRILLO SRL,EL TALADRILLO SRL,14133,SIN DEFINIR
MALEFU AGROPECUARIA S.R.L.,MALEFU AGROPECUARIA S.R.L.,14133,SIN DEFINIR
REGINA SA,REGINA SA,14133,SIN DEFINIR
RAFAGOS SA,RAFAGOS SA,14133,SIN DEFINIR
ECOFRUT S.A.,ECOFRUT S.A.,14133,SIN DEFINIR
EXPOFRUT ARGENTINA S.A.,EXPOFRUT ARGENTINA S.A.,14133,SIN DEFINIR
LOS CHARITOS S.R.L.,LOS CHARITOS S.R.L.,14133,SIN DEFINIR
RODRIGUEZ NOCETTI S.R.L.,RODRIGUEZ NOCETTI S.R.L.,14133,SIN DEFINIR
TERMINAL DE CARGAS AEREAS SA,TERMINAL DE CARGAS AEREAS SA,14133,SIN DEFINIR
ILGNER ANGEL E. Y PRESA STELLA M.,LOTE 118 Y  LA ALICIA,14133,AGRICULTURA
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,14133,FRUTICULTURA/HORTICULTURA
LA PROVIDENCIA SRL,LA PROVIDENCIA,14133,AGRICULTURA
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO,14133,APICULTURA
CANTINIAN SA,CANTINIAN,14133,FRUTICULTURA
EMPRESA COMERCIAL EXPORTADORA S.A.,LAS 3 F,14133,FRUTICULTURA
FRUTOS DE SANTA ROSA S.A.,FRAY LUIS BELTRAN,14133,FRUTICULTURA
LAIANA S.R.L.,LAIANA,14133,FRUTICULTURA
LLIHUE S.A.,FINCA CAYANTA,14133,FRUTICULTURA
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES,14133,FRUTICULTURA/HORTICULTURA
VALENCIA MIGUEL,LA SERENA,14133,FRUTICULTURA
VALENTIN BIANCHI SACIF,FINCA DOÑA ELSA,14133,FRUTICULTURA
VIÑAS DE CUYO S.A.,FINCA AGRELO,14133,FRUTICULTURA
ANIAYA HILARIO/ ALBERT,IFAI - LOTE 51,14133,AGRICULTURA
BAEZ ESTELA MARI,IVU,14133,FRUTICULTURA
BAUMGRATZ ALOISIO,KA´A PORÀ,14133,AGRICULTURA
DE OLIVERA CARLOS ORLANDO,IFAI - LOTE 19,14133,AGRICULTURA
DE OLIVERA HECTOR ANDRES/ DA SEQUEIRA SULEMA MABEL,IFAI - LOTE 4,14133,AGRICULTURA
FERREYRA LIDIO RAMON/ELIZARDO GABRIEL,IFAI - LOTE 150,14133,AGRICULTURA
FISCHER ARMINDO,IFAI - LOTE 72,14133,AGRICULTURA
GOMEZ ROSALINO/ M. FATIMA DA SILVEIRA,IFAI - LOTE 123,14133,AGRICULTURA
KREUNING JORGE,IFAI - LOTE 96,14133,AGRICULTURA
LAS TREINTA S.A.,DOROSZ,14133,AGRICULTURA
NOREMBERG ROSSEMARIE HAIDEE,IFAI - LOTE 8 Y 9,14133,AGRICULTURA
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 199,14133,AGRICULTURA
PRICHODA TEODORO BASILIO/ JORGE RICARDO,IFAI - LOTE 10,14133,AGRICULTURA
RAMOS HILARIO LECER / HAMMERSMITH CLAUDIO /  HAMERSMITH CRISTINA MABEL / RAMOS NELCI MABEL,IFAI - LOTE 17,14133,AGRICULTURA
RODRIGUEZ MIGUEL CEFERINO,IFAI - LOTE 82 /103,14133,AGRICULTURA
SOSA DA SILVA JUAN,IFAI - LOTE 61,14133,AGRICULTURA
DALLA VILLA ALBERTO RAUL,LA NUEVA,14133,FRUTICULTURA
LA DELICIOSA S.A.,EL CONDOR,14133,FRUTICULTURA
R.O.S.T. FRUIT S.A.,CHACRA 2,14133,FRUTICULTURA
BODEGA NOEMIA DE PATAGONIA SA,BODEGA NOEMIA DE PATAGONIA SA,14133,FRUTICULTURA
BODEGA NOEMIA DE PATAGONIA SA,CHACRA 357 LOTE 2B MAINQUE,14133,FRUTICULTURA
CERES S.A.,ECO-CAÑADON,14133,FRUTICULTURA
COSTA DEL RIO S.A.,CAÑADON I,14133,FRUTICULTURA
ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 385,14133,FRUTICULTURA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA ABEL,14133,FRUTICULTURA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA MITRE,14133,FRUTICULTURA
JOSE BARRESI S.A.,CHACRA 198 LOTE 5,14133,FRUTICULTURA
LAINO HERMANOS S.A.,CHACRA 197,14133,FRUTICULTURA
"MARTIN, OSCAR ALFREDO",GRANDE,14133,FRUTICULTURA
MOSCHINI ANDRES ALBERTO,LA COLORADA,14133,FRUTICULTURA
NATURAL S.R.L,LA TACUARA,14133,FRUTICULTURA
ORGANICOS LA MARGARITA S.R.L.,LA MARGARITA,14133,FRUTICULTURA
OTTONE EDUARDO,CHACRA N° 255,14133,FRUTICULTURA
PAISSANIDIS S.A.C.I.A.,155,14133,FRUTICULTURA
QUANTUM S.R.L.,CHACRA A-365,14133,FRUTICULTURA
"RISKIN, HECTOR SERGIO",SERGIO RISKIN,14133,FRUTICULTURA
ROSAUER JUAN ERICH,ZOILO S.A.,14133,FRUTICULTURA
BODEN ALFREDO EDUARDO,SAN AGUSTIN,14133,AGRICULTURA
"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA CARRATALA,14133,AGRICULTURA
EL OMBU SRL,FINCA SANTA ROSA,14133,AGRICULTURA
IMPORTADORA DEL CARMEN S.A.,FINCA BELLA VISTA,14133,AGRICULTURA
TERMINAL DE CARGAS AEREAS SA,LA HERCILIA,14133,AGRICULTURA
VIÑEDOS PUCARA S.R.L.,EL RECUERDO,14133,FRUTICULTURA/AGRICULTURA
CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA",14133,FRUTICULTURA/HORTICULTURA
"CRESCENTINO, HECTOR HUGO",ECOHUMUS,14133,FRUTICULTURA
EAD AGRICOLA SA (EX CARNES ANDINAS SA),EAD AGRICOLA SA,14133,FRUTICULTURA
PEÑAVID SA,FINCA LAS MORAS,14133,FRUTICULTURA
JANJETIC HNOS.,FINCAS DEL CONLARA,14133,AGRICULTURA
SASSOLI ALBERTO ANDRES,LA ESCONDIDA,14133,
DICIEMBRE S.R.L.,LA CARLOTA,14133,GANADERIA
ESTANCIA LAGUNA VERDE S.A.,ESTANCIA LAGUNA VERDE,14133,ACUICULTURA
EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE,14133,AGRICULTURA
FRANCUCCI DANIEL,DIETETICA ALBERDI,14133,APICULTURA
LA NUEVA FLORIDA S.A.,SAN CARLOS,14133,GANADERIA
LOPEZ GRACIELA M.,DULCES DEL JARDIN,14133,FRUTICULTURA/HORTICULTURA
V. Y V. S.A.,LAS BRISAS,14133,HORTICULTURA
FIDEICOMISO BERRIES DEL NOA 2007,FINCA EL MOLINO,14133,FRUTICULTURA/HORTICULTURA
NURISTAN S.A.,NURISTAN,14133,FRUTICULTURA/HORTICULTURA
TERMINAL DE CARGAS AEREAS SA,TACO RALO,14133,AGRICULTURA
VALDES S.R.L.,ARTF 002 B12 M / VALDES SRL (PLANTA),14133,ACUICULTURA
COOPERATIVA CREO FRUTIHORTICOLA ORGANICA LTDA.,COOPERATIVA CREO FRUTIHORTICOLA ORGANICA LTDA.,14133,INDUSTRIALIZACION DE YERBA MATE
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL,14133,PROCESAMIENTO DE TE Y MOLINO YERBA MATE
MOLINO MAYAL,MOLINO MAYAL,14133,PROCESAMIENTO DE CEREALES Y OLEAGINOSAS.
PRONAT S.A.,PRONAT S.A.,14133,PROCESAMIENTO CULTIVOS INDUSTRIALES
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A.,14133,PROCESAMIENTO CEREALES Y OLEAGINOSAS
LAIANA S.R.L.,LAIANA S.R.L.,14133,BODEGA VITIVINICOLA
MASI TUPUNGATO VIGNETI LA ARBOLEDA SA,MASI TUPUNGATO VIGNETI LA ARBOLEDA SA,14133,BODEGA VITIVINICOLA
COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,14133,PROCESAMIENTO CULTIVOS INDUSTRIALES
LA CACHUERA S.A.,LA CACHUERA S.A.,14133,PROCESAMIENTO CULTIVOS INDUSTRIALES
ALVIPA SRL,ALVIPA SRL,14133,SECADO DE FRUTAS
LA VOLUNTAD S.A.,LA VOLUNTAD S.A.,14133,PROCESAMIENTO CEREALES Y OLEAGINOSAS
BGA MONTLAIZ S.A.,BGA MONTLAIZ S.A.,14133,SIN DEFINIR
GARCIA MARIA NELIDA,EL PUENTE,06035,FRUTICULTURA/HORTICULTURA
SAN JOSE S.A.,DOÑA FELICITA,06035,FRUTICULTURA
SANCHEZ PEDRO Y OMAR SH,SANCHEZ PEDRO Y OMAR SH,06035,FRUTICULTURA
EL MORO SRL,EL MORO SRL,06035,BODEGA VITIVINICOLA
LOS CORRALITOS SA,LOS CORRALITOS SA,06035,EMPAQUE DE HORTALIZAS
KRAUS S.A.,KRAUS S.A.,54119,PROCESAMIENTO CULTIVOS INDUSTRIALES
PETROAGRO S.A.,PETROAGRO S.A.,54119,PROCESAMIENTO CEREALES Y OLEAGINOSAS
AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS,62049,AGRICULTURA
PROVIDENCE SA,PROVIDENCE SA,26091,ELABORACION GRANOS
CUYEN SRL,CUYEN SRL,62049,ELABORACION DE DULCES
DANIEL ORLANDO BAZAN RICHIBUT,DANIEL ORLANDO BAZAN RICHIBUT,62049,FRACCIONAMIENTO DE MIEL
MIELSO SRL,MIELSO SRL,82007,PROCESAMIENTO APICOLA
NUTRACEUTICA STURLA SRL,NUTRACEUTICA STURLA SRL,14133,PROCESAMIENTO CEREALES Y OLEAGINOSAS
SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A.,14133,PROCESAMIENTO CEREALES Y OLEAGINOSAS
BLANCO JOSE,BLANCO JOSE,14133,BODEGA VITIVINICOLA
BODEGA PIEDRA NEGRA S.A.,BODEGA PIEDRA NEGRA S.A.,06035,BODEGA VITIVINICOLA
GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA,70028,BODEGA VITIVINICOLA
PALUMBO GOTTARDINI CARLOS ROBERTO,PALUMBO GOTTARDINI CARLOS ROBERTO,70028,INDUSTRIA VITIVINICOLA
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,70028,"SECADERO , MOLINO Y FRACCIONAMIENTO DE TE, YERBA MATE"
LA OBEREÑA S.R.L.,LA OBEREÑA S.R.L.,70028,MOLINO DE YERBA MATE
FINCA DEL PARANA DE PIERINO CAMPETELLI,FINCA DEL PARANA DE PIERINO CAMPETELLI,70028,ELABORACION DE DULCES Y FRUTAS EN ALMIBAR
GRUPO ADN S.A.,GRUPO ADN S.A.,70028,SIN DEFINIR
ORGANIC SUPPLIERS S.R.L,ORGANIC SUPPLIERS S.R.L,06161,SIN DEFINIR
PETROAGRO SA,PETROAGRO SA,06161,SIN DEFINIR
"LORENZATI, RUETSCH Y CIA - LR&C SA","LORENZATI, RUETSCH Y CIA - LR&C SA",06287,SIN DEFINIR
COOPSOL LTDA.,COOPSOL LTDA.,10070,SIN DEFINIR
MORAES LUCAS,IFAI - LOTE 71 Y SOBRANTE,14133,AGRICULTURA
ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A.,ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A.,14133,PROCESAMIENTO CULTIVOS INDUSTRIALES
"GREGORIO, NUMO Y NOEL WERTHEIN SA ","GREGORIO, NUMO Y NOEL WERTHEIN SA ",06161,EMPAQUE DE FRUTAS NO CITRICAS
CITROMAX S.A.C.I,CITROMAX S.A.C.I,14133,INDUSTRIALIZACION DE LIMON
LA DELICIOSA S.A.,LA DELICIOSA S.A.,06287,SIN DEFINIR
KUMAGRO S.A.,CAMPO ALVEAR,06770,AGRICULTURA
"LONGO, PASCUAL",PASCUAL LONGO,66133,FRUTICULTURA
SORIANO SACIFIA Y DE M,BAHIA BUSTAMANTE,06035,FRUTICULTURA
HAROIAN NELSON EDGARDO,FINCA EL OLLERO,10070,AGRICULTURA
ENGER LIZARDO LUIS,IFAI - LOTE 152,14133,AGRICULTURA
MACHADO MIGUEL/SOLIS ELBA BEATRIZ/MACHADO FABIANA,IFAI - LOTE 14 B,14133,AGRICULTURA
STECIUK MARIO RICARDO / STECIUK ABEL,IFAI - LOTE 233,14133,AGRICULTURA
SUAREZ MARIA NELLI,IFAI - LOTE QTA 13,14133,AGRICULTURA
COMPAÑIA GENERAL DE FRUTAS S.A.,HILDA,14133,FRUTICULTURA
COMPAÑIA GENERAL DE FRUTAS S.A.,SECCION PRIMERA,14133,FRUTICULTURA
JOSE BARRESI S.A.,CHACRA 154,14133,FRUTICULTURA
BODEGAS NANNI S.A.,SAN JOSE DE CHIMPA,14133,FRUTICULTURA
LA VOLUNTAD S.A.,EL TRAMPEADERO,14133,AGRICULTURA
V. Y V. S.A.,V. Y V. S.A.,14133,"ELABORACION, FRACCIONAMIENTO, ALMACENAMIENTO, CONGELADO"
TERMINAL DE CARGAS AEREAS SA,CAMPO MERCEDES,14133,AGRICULTURA
SKUBIC MIGUEL GREGORIO,AUSTRALIS VINAGRAD,14133,FRUTICULTURA
FUHRMANN S.A,FUHRMANN S.A,14133,PROCESAMIENTO TEXTIL
PARRA SA,PARRA SA,06035,EXTRACCION DE ACEITE Y ELABORACION DE ACEITUNAS Y OTROS
EDUARDO POMPEYO ROJAS,EDUARDO POMPEYO ROJAS,54119,SIN DEFINIR
MISKA S.A,MISKA S.A,54119,SIN DEFINIR
DELLA GASPERA ALDO,CIPOLLETTI,62049,FRUTICULTURA
TESTONI VICTOR,TESTONI VICTOR,82007,EMPAQUE DE HORTALIZAS
MIRAVALLES S.A.,E-30686,62049,FRUTICULTURA/HORTICULTURA
RODRIGUEZ NOCETTI S.R.L.,URUNDEL,14133,AGRICULTURA
PONCHO VERDE S.A.,PONCHO VERDE,14133,FRUTICULTURA/HORTICULTURA
VONO SA,ALGODONERA PYMA,14133,FRUTICULTURA
DURAN AMBROSIO,IFAI - LOTE 44,14133,AGRICULTURA
PRIETTO ANGEL GABRIEL,IFAI - LOTE 19,14133,AGRICULTURA
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE,54119,GANADERIA
FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA,26091,FRUTICULTURA
GASPARETTI MAURICIO,EL AGUARIBAY,14133,FRUTICULTURA/HORTICULTURA
LA DELICIOSA S.A.,FRUTICOLA PATAGONIA,14133,FRUTICULTURA
CUADRADA PRODUCTIONS S.R.L.,CUADRADA PRODUCTIONS S.R.L.,14133,OTROS
BODEGAS ESMERALDA SA,BODEGAS ESMERALDA SA,14133,BODEGA VITIVINICOLA
HEGUILOR GUILLERMO JULIO,HEGUILOR GUILLERMO JULIO,22168,SECADO - DESPALILLADO - EMBOLSADO
FRANCO BATTAN NERY,FRANCO BATTAN NERY,22168,SIN DEFINIR
MONTLAIZ S.R.L.,DON HUGO,22105,FRUTICULTURA
ANGER JORGE/JUNIOR FABIAN,IFAI - LOTE 144,10070,AGRICULTURA
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,ANGACO,66028,FRUTICULTURA
LUNA HIPOLITO EDGARDO,LUNA HIPOLITO EDGARDO,26014,PROCESAMIENTO CEREALES Y OLEAGINOSAS
DON TIBURCIO S.H.,LA RUFINA Y SECCION LA PAVA,26014,GANADERIA
"SANCHEZ, PEDRO",LOS CEDROS,26014,FRUTICULTURA
OLIVOS ARGENTINOS SA,OLIVOS ARGENTINOS SA,10070,EXTRACCION DE ACEITE
BODEGAS ESMERALDA S.A.,BODEGAS ESMERALDA S.A.,10070,BODEGA VITIVINICOLA
DA SILVA ARI/JOSE,IFAI - LOTE 72,10070,AGRICULTURA
LA DELICIOSA S.A.,BIOPATAGONIA,10070,FRUTICULTURA
"MUÑOZ, MIGUEL","MUÑOZ, MIGUEL",50084,FRUTICULTURA
GONZALEZ ALDO DONATO,GONZALEZ ALDO DONATO,50084,FRUTICULTURA
